OutputFiles\spectrogram_20241021_160807_934866_interval_1.png,1
OutputFiles\spectrogram_20241021_160809_041704_interval_2.png,1
OutputFiles\spectrogram_20241021_160810_168239_interval_3.png,1
OutputFiles\spectrogram_20241021_160811_269638_interval_4.png,1
OutputFiles\spectrogram_20241021_160812_290183_interval_5.png,1
OutputFiles\spectrogram_20241021_160813_714916_interval_6.png,1
OutputFiles\spectrogram_20241021_160814_822482_interval_7.png,1
OutputFiles\spectrogram_20241021_160815_852573_interval_8.png,1
OutputFiles\spectrogram_20241021_160816_881123_interval_9.png,1
OutputFiles\spectrogram_20241021_160817_934353_interval_10.png,1
OutputFiles\spectrogram_20241021_160819_153725_interval_11.png,1
OutputFiles\spectrogram_20241021_160820_392905_interval_12.png,1
OutputFiles\spectrogram_20241021_160821_599395_interval_13.png,1
OutputFiles\spectrogram_20241021_160822_749995_interval_14.png,1
OutputFiles\spectrogram_20241021_160823_838262_interval_15.png,1
OutputFiles\spectrogram_20241021_160824_902150_interval_16.png,1
OutputFiles\spectrogram_20241021_160825_939345_interval_17.png,1
OutputFiles\spectrogram_20241021_160827_490924_interval_1.png,1
OutputFiles\spectrogram_20241021_160828_793857_interval_2.png,1
OutputFiles\spectrogram_20241021_160829_802269_interval_3.png,1
OutputFiles\spectrogram_20241021_160830_771130_interval_4.png,1
OutputFiles\spectrogram_20241021_160831_667962_interval_5.png,1
OutputFiles\spectrogram_20241021_160832_616748_interval_6.png,1
OutputFiles\spectrogram_20241021_160833_625186_interval_7.png,1
OutputFiles\spectrogram_20241021_160834_617163_interval_8.png,1
OutputFiles\spectrogram_20241021_160835_638765_interval_9.png,1
OutputFiles\spectrogram_20241021_160836_633862_interval_10.png,1
OutputFiles\spectrogram_20241021_160837_607278_interval_11.png,1
OutputFiles\spectrogram_20241021_160838_620002_interval_12.png,1
OutputFiles\spectrogram_20241021_160839_586360_interval_13.png,1
OutputFiles\spectrogram_20241021_160840_533763_interval_14.png,1
OutputFiles\spectrogram_20241021_160841_468707_interval_15.png,1
OutputFiles\spectrogram_20241021_160842_466059_interval_16.png,1
OutputFiles\spectrogram_20241021_160843_765213_interval_17.png,1
OutputFiles\spectrogram_20241021_160844_954304_interval_18.png,1
OutputFiles\spectrogram_20241021_160846_318484_interval_1.png,1
OutputFiles\spectrogram_20241021_160847_298694_interval_2.png,1
OutputFiles\spectrogram_20241021_160848_256572_interval_3.png,1
OutputFiles\spectrogram_20241021_160849_173385_interval_4.png,1
OutputFiles\spectrogram_20241021_160850_100377_interval_5.png,1
OutputFiles\spectrogram_20241021_160851_015738_interval_6.png,1
OutputFiles\spectrogram_20241021_160851_924737_interval_7.png,1
OutputFiles\spectrogram_20241021_160852_801741_interval_8.png,1
OutputFiles\spectrogram_20241021_160853_716864_interval_9.png,1
OutputFiles\spectrogram_20241021_160854_725494_interval_10.png,1
OutputFiles\spectrogram_20241021_160855_658739_interval_11.png,1
OutputFiles\spectrogram_20241021_160856_619329_interval_12.png,1
OutputFiles\spectrogram_20241021_160857_584815_interval_13.png,1
